"resp.id";"ques";"alt";"Brand";"Price";"RAMGB";"Foldable";"CameraQuality";"choice"
5;72;3;"Xiaomi";"Premium";"Low";"Yes";"Medium";0
5;72;4;"Poco";"LowerMid-range";"Low";"No";"Low";0
5;73;1;"Huawei";"Budget";"High-end";"No";"Low";1
5;73;2;"OnePlus";"UpperMid-range";"Mid-range";"No";"Low";0
5;73;3;"Huawei";"UpperMid-range";"High-end";"No";"Low";0
5;73;4;"Huawei";"LowerMid-range";"Low";"No";"Medium";0
5;74;1;"OnePlus";"UpperMid-range";"Low";"Yes";"High";0
5;74;2;"Huawei";"LowerMid-range";"Low";"No";"High";1
5;74;3;"Xiaomi";"Premium";"LowerMid-range";"Yes";"High";0
5;74;4;"Xiaomi";"LowerMid-range";"Low";"Yes";"High";0
5;75;1;"OnePlus";"LowerMid-range";"Low";"No";"Medium";1
5;75;2;"Poco";"Premium";"High-end";"Yes";"High";0
5;75;3;"Huawei";"UpperMid-range";"Low";"No";"Medium";0
5;75;4;"Xiaomi";"Premium";"High-end";"No";"Medium";0
6;76;1;"OnePlus";"LowerMid-range";"Low";"No";"High";0
6;76;2;"Poco";"Premium";"High-end";"Yes";"Low";0
6;76;3;"Poco";"UpperMid-range";"Mid-range";"No";"High";0
6;76;4;"Huawei";"Mid-range";"Low";"No";"High";1
6;77;1;"OnePlus";"LowerMid-range";"LowerMid-range";"No";"Medium";0
6;77;2;"Xiaomi";"Mid-range";"LowerMid-range";"Yes";"High";0
6;77;3;"OnePlus";"UpperMid-range";"High-end";"Yes";"Medium";1
6;77;4;"OnePlus";"Mid-range";"Low";"No";"High";0
6;78;1;"Poco";"Budget";"Mid-range";"No";"High";0
6;78;2;"Poco";"Premium";"LowerMid-range";"No";"Medium";1
6;78;3;"Poco";"UpperMid-range";"High-end";"No";"High";0
6;78;4;"Poco";"LowerMid-range";"High-end";"No";"Low";0
6;79;1;"Xiaomi";"Budget";"High-end";"No";"Low";0
6;79;2;"Poco";"Budget";"LowerMid-range";"Yes";"Medium";0
6;79;3;"Xiaomi";"UpperMid-range";"LowerMid-range";"Yes";"Medium";0
6;79;4;"OnePlus";"Budget";"Low";"No";"Low";1
6;80;1;"Xiaomi";"Budget";"Low";"Yes";"Medium";0
6;80;2;"Huawei";"UpperMid-range";"Mid-range";"No";"Low";0
6;80;3;"Xiaomi";"Budget";"LowerMid-range";"No";"High";1
6;80;4;"Xiaomi";"Mid-range";"Mid-range";"No";"Medium";0
6;81;1;"Poco";"Premium";"Mid-range";"Yes";"Medium";0
6;81;2;"OnePlus";"LowerMid-range";"High-end";"No";"Low";0
6;81;3;"OnePlus";"Budget";"High-end";"No";"High";1
6;81;4;"Poco";"Mid-range";"High-end";"Yes";"Medium";0
6;82;1;"OnePlus";"LowerMid-range";"Mid-range";"No";"High";0
6;82;2;"Poco";"LowerMid-range";"High-end";"Yes";"High";0
6;82;3;"Xiaomi";"Budget";"Mid-range";"No";"Medium";1
6;82;4;"Poco";"UpperMid-range";"High-end";"Yes";"High";0
6;83;1;"Poco";"Premium";"LowerMid-range";"No";"High";0
6;83;2;"Huawei";"Mid-range";"LowerMid-range";"Yes";"High";1
6;83;3;"Xiaomi";"UpperMid-range";"Low";"No";"Medium";0
6;83;4;"OnePlus";"LowerMid-range";"Low";"No";"Medium";0
6;84;1;"OnePlus";"UpperMid-range";"Low";"Yes";"High";0
6;84;2;"OnePlus";"Budget";"Mid-range";"Yes";"Medium";0
6;84;3;"Xiaomi";"LowerMid-range";"Mid-range";"No";"Low";0
6;84;4;"OnePlus";"Budget";"LowerMid-range";"No";"Low";1
6;85;1;"OnePlus";"LowerMid-range";"Mid-range";"Yes";"High";0
6;85;2;"Xiaomi";"Mid-range";"Low";"Yes";"High";1
6;85;3;"OnePlus";"Budget";"LowerMid-range";"No";"High";0
6;85;4;"Poco";"LowerMid-range";"Mid-range";"Yes";"Low";0
6;86;1;"Huawei";"LowerMid-range";"Mid-range";"Yes";"Low";0
6;86;2;"Xiaomi";"UpperMid-range";"Low";"Yes";"Medium";1
6;86;3;"Poco";"Premium";"Low";"No";"High";0
6;86;4;"Poco";"Budget";"Mid-range";"Yes";"Medium";0
6;87;1;"Poco";"Mid-range";"Low";"Yes";"High";0
6;87;2;"Xiaomi";"Mid-range";"LowerMid-range";"No";"Low";0
6;87;3;"Xiaomi";"UpperMid-range";"LowerMid-range";"Yes";"High";0
6;87;4;"Huawei";"Budget";"Mid-range";"No";"High";1
6;88;1;"Poco";"UpperMid-range";"LowerMid-range";"Yes";"Low";0
6;88;2;"Poco";"LowerMid-range";"Mid-range";"No";"Low";0
6;88;3;"Xiaomi";"UpperMid-range";"High-end";"Yes";"Medium";1
6;88;4;"Poco";"LowerMid-range";"High-end";"No";"High";0
6;89;1;"OnePlus";"UpperMid-range";"LowerMid-range";"No";"High";0
6;89;2;"OnePlus";"Budget";"High-end";"No";"Medium";1
6;89;3;"OnePlus";"Budget";"High-end";"Yes";"Low";0
6;89;4;"Huawei";"Premium";"LowerMid-range";"No";"Low";0
6;90;1;"Poco";"LowerMid-range";"LowerMid-range";"Yes";"High";0
6;90;2;"Xiaomi";"Premium";"Mid-range";"Yes";"Low";0
6;90;3;"OnePlus";"Budget";"Mid-range";"Yes";"High";1
6;90;4;"Xiaomi";"LowerMid-range";"Mid-range";"Yes";"Low";0
7;91;1;"Huawei";"Mid-range";"Mid-range";"No";"Low";1
7;91;2;"Poco";"Mid-range";"Low";"Yes";"High";0
7;91;3;"Xiaomi";"UpperMid-range";"Mid-range";"Yes";"Medium";0
7;91;4;"OnePlus";"LowerMid-range";"Low";"No";"High";0
7;92;1;"Xiaomi";"LowerMid-range";"Mid-range";"Yes";"High";0
7;92;2;"OnePlus";"Budget";"Low";"Yes";"Low";0
7;92;3;"Huawei";"Budget";"Mid-range";"Yes";"High";1
7;92;4;"OnePlus";"UpperMid-range";"Low";"No";"Low";0
7;93;1;"Huawei";"LowerMid-range";"LowerMid-range";"No";"Medium";1
7;93;2;"Huawei";"Premium";"Mid-range";"No";"Low";0
7;93;3;"OnePlus";"UpperMid-range";"High-end";"Yes";"High";0
7;93;4;"Poco";"Mid-range";"Mid-range";"Yes";"Low";0
7;94;1;"Xiaomi";"Premium";"High-end";"No";"Medium";0
7;94;2;"Poco";"Mid-range";"High-end";"No";"Low";0
7;94;3;"Poco";"Budget";"LowerMid-range";"No";"Medium";0
7;94;4;"Huawei";"UpperMid-range";"Low";"No";"High";1
7;95;1;"Poco";"Premium";"Mid-range";"Yes";"High";0
7;95;2;"Poco";"UpperMid-range";"Low";"Yes";"Low";0
7;95;3;"Huawei";"LowerMid-range";"Mid-range";"No";"High";1
7;95;4;"Poco";"Mid-range";"Mid-range";"No";"High";0
7;96;1;"Huawei";"Premium";"LowerMid-range";"No";"High";1
7;96;2;"Poco";"Budget";"Low";"No";"High";0
7;96;3;"OnePlus";"UpperMid-range";"High-end";"No";"High";0
7;96;4;"OnePlus";"LowerMid-range";"LowerMid-range";"Yes";"Low";0
7;97;1;"Poco";"Premium";"High-end";"No";"High";1
7;97;2;"OnePlus";"LowerMid-range";"High-end";"Yes";"High";0
7;97;3;"OnePlus";"Premium";"High-end";"Yes";"High";0
7;97;4;"Poco";"Premium";"LowerMid-range";"Yes";"High";0
7;98;1;"Huawei";"UpperMid-range";"Low";"Yes";"Low";0
